dataset,component_count,system_id,system_label,data_points,references,unique_temperatures,unique_pressures,temperature_min_k,temperature_max_k,pressure_min_kpa,pressure_max_kpa,liquid_composition_min,liquid_composition_max,vapor_composition_min,vapor_composition_max,component_order_variants
Binary,2,smiles:CCCCCCCCCCCCCCCC(=O)O || smiles:CCCCCCCCCCCCCCCCCC(=O)O,棕榈酸 / 硬脂酸,10,1,10,1,523.71,545.63,6.665985077632,6.665985077632,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCO || smiles:ClC(Cl)Cl,乙醇 / 氯仿,10,1,9,1,332.25,346.4,101.299935074816,101.299935074816,0.049000000000000044,0.951,0.07399999999999995,0.926,1
Binary,2,smiles:CN1CCCC1=O || smiles:ClCCCl,"N-甲基吡咯烷酮 / 1,2-二氯乙烷",10,1,2,10,313.15,323.15,13.067991866624,27.603996327296,0.1227,0.8773,0.0035,0.9965,1
Binary,2,smiles:C1CCCCC1 || smiles:CCCCCCCCO,环己烷 / 1-辛醇,9,1,8,1,354.09999999999997,354.9,101.299935074816,101.299935074816,0.01001,0.98999,0.00054,0.99946,1
Binary,2,smiles:C=CCCCCCCCCCC || smiles:c1ccc2sccc2c1,1-十二烯 / 苯并噻吩,9,1,9,3,484.51,493.39,100.000041986816,100.20002553881599,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCCCCCCC/C=C\CCCCCCCC(=O)OC || smiles:CO,顺式油酸甲酯 / 甲醇,9,1,9,1,342.25,435.15,100.999959746816,100.999959746816,0.0528,0.9472,0.00029999999999996696,0.9997,1
Binary,2,smiles:CO || smiles:COCOC,甲醇 / 二甲氧基甲烷,9,1,9,1,315.09,329.40999999999997,101.299935074816,101.299935074816,0.05020000000000002,0.9498,0.05830000000000002,0.9417,1
Binary,2,smiles:Cc1ccccc1 || smiles:O=S1(=O)CCCC1,甲苯 / 环丁砜,9,1,9,1,385.62,420.15999999999997,101.330065929984,101.330065929984,0.06159999999999999,0.9384,0.00039999999999995595,0.9996,1
Binary,2,smiles:[Bi] || smiles:[Cu],铋 / 铜,9,1,9,1,1150.0,1550.0,0.009999177599999999,0.009999177599999999,9.999999999998899e-05,0.9999,0.0004,0.9996,1
Binary,2,fallback:4d0058e9bed0652d || smiles:CCOC(=O)OCC,乙酸苯酯 / 碳酸二乙酯,8,1,1,8,373.2,373.2,6.400006953471999,41.300069869568,0.064,0.9359999999999999,0.008000000000000007,0.992,1
Binary,2,smiles:CCCCCCCCO || smiles:c1ccc2sccc2c1,1-辛醇 / 苯并噻吩,8,1,8,3,466.28,493.39,99.900050210816,100.500000866816,0.0,1.0,0.0,1.0,1
Binary,2,fallback:4d0058e9bed0652d || smiles:CCOC(C)=O,乙酸苯酯 / 乙酸乙酯,7,1,1,7,373.2,373.2,35.999972452095996,187.70002894668798,0.09899999999999998,0.901,0.0030000000000000027,0.997,1
Binary,2,smiles:C || smiles:CCCCC,甲烷 / 戊烷,7,1,1,7,313.15,313.15,1099.999928565504,14199.999962621312,0.048,0.952,0.07499999999999996,0.925,1
Binary,2,smiles:C=CC(=C)CCC=C(C)C || smiles:O=C=O,"2-甲基-6-亚甲基-2,7-辛二烯 / 二氧化碳",6,1,1,6,323.15,323.15,7039.999916121856,9459.99994561728,0.144,0.856,0.0028,0.9972,1
Binary,2,smiles:CCO || smiles:N#N,乙醇 / 氮气,6,1,2,6,323.0,373.0,3495.999931985408,6998.000037142656,0.01253,0.98747,0.0041999999999999815,0.9958,1
Binary,2,smiles:CCO || smiles:O=O,乙醇 / 氧气,6,1,2,6,323.0,373.0,3488.999974375936,6928.999978840831,0.000148,0.999852,0.00816,0.99184,1
Binary,2,smiles:CN1CCC[C@H]1c1cccnc1 || smiles:O=C=O,(-)-3-(N-甲基吡咯烷基)吡啶 / 二氧化碳,5,1,1,5,313.2,313.2,5949.999965090559,8240.000019996543,0.129,0.871,0.0006000000000000449,0.9994,1
Binary,2,smiles:[Sb] || smiles:[Sn],锑 / 锡,5,1,5,1,1173.0,1373.0,0.009999177599999999,0.009999177599999999,0.061923,0.938077,0.0030769999999999964,0.996923,1
Binary,2,fallback:4f66b328294879e4 || smiles:CO,1-辛基-3-甲基咪唑双三氟甲磺酰亚胺 / 甲醇,3,1,3,1,344.79999999999995,364.5,101.299935074816,101.299935074816,0.199,0.8009999999999999,0.0,1.0,1
Binary,2,fallback:4f66b328294879e4 || smiles:COC(C)=O,1-辛基-3-甲基咪唑双三氟甲磺酰亚胺 / 乙酸甲酯,3,1,3,1,339.7,370.25,101.299935074816,101.299935074816,0.2,0.8,0.0,1.0,1
Binary,2,fallback:62ea847887224036 || smiles:CO,"2,3-二甲基-1-辛基咪唑双三氟甲磺酰亚胺 / 甲醇",3,1,3,1,344.2,362.45,101.299935074816,101.299935074816,0.2,0.8,0.0,1.0,1
Binary,2,fallback:62ea847887224036 || smiles:COC(C)=O,"2,3-二甲基-1-辛基咪唑双三氟甲磺酰亚胺 / 乙酸甲酯",3,1,3,1,340.15,369.59999999999997,101.299935074816,101.299935074816,0.2,0.8,0.0,1.0,1
Binary,2,smiles:C || smiles:CCCC,甲烷 / 丁烷,3,1,1,3,310.95,310.95,10800.000001615615,12619.999912512512,0.3889,0.6111,0.14500000000000002,0.855,1
Binary,2,smiles:CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CO || smiles:O=C=O,茄尼醇 / 二氧化碳,3,1,1,3,313.2,313.2,5999.999986083968,14999.999898548735,0.0222,0.9778,0.00029999999999996696,0.9997,1
Binary,2,smiles:CCCC(C)O || smiles:O,2-戊醇 / 水,2,1,1,1,365.37,365.37,101.299935074816,101.299935074816,0.007000000000000006,0.993,0.25,0.75,1
Binary,2,smiles:CCCCCCCCCC || smiles:FC(F)(F)C(F)(F)F,正癸烷 / 六氟乙烷,1,1,1,1,293.13,293.13,2982.99999123712,2982.99999123712,0.017000000000000015,0.983,0.01100000000000001,0.989,1
Binary,2,smiles:Cc1ccc(C)cc1 || smiles:O,对二甲苯 / 水,1,1,1,1,365.4,365.4,101.299935074816,101.299935074816,0.01,0.99,0.241,0.759,1
Ternary,3,smiles:CCOCCO || smiles:CO || smiles:COC(=O)OC,2-乙氧基乙醇 / 甲醇 / 碳酸二甲酯,138,1,136,2,326.37,396.40999999999997,66.659984098688,93.320058060544,0.0029999999999998916,0.957,0.0,0.933,1
Ternary,3,smiles:C1CCCCC1 || smiles:CCO || smiles:CCOC(=O)CC,环己烷 / 乙醇 / 丙酸乙酯,124,1,103,1,339.54999999999995,371.04999999999995,101.299935074816,101.299935074816,0.0043,0.9809,0.008399999999999963,0.9579,1
Ternary,3,smiles:CCCCCC || smiles:CCO || smiles:CCOC(=O)CC,正己烷 / 乙醇 / 丙酸乙酯,120,1,104,1,332.95,371.15,101.299935074816,101.299935074816,0.0005,0.9907,0.0016,0.9706,1
Ternary,3,smiles:CCCCCCCC || smiles:CCO || smiles:CCOC(=O)CC,正辛烷 / 乙醇 / 丙酸乙酯,120,1,108,1,350.15,381.54999999999995,101.299935074816,101.299935074816,0.0025,0.9599,0.0012,0.9571,1
Ternary,3,smiles:CC(=O)CC(C)C || smiles:CO || smiles:COC(=O)OC,4-甲基-2-戊酮 / 甲醇 / 碳酸二甲酯,110,1,108,2,326.47999999999996,377.15999999999997,66.659984098688,93.320058060544,0.007000000000000006,0.944,0.0020000000000000018,0.932,1
Ternary,3,smiles:CCOC(C)(C)CC || smiles:CO || smiles:O,"乙基-1,1-二甲基丙基醚 / 甲醇 / 水",99,1,92,1,336.94,347.69,101.32499967999999,101.32499967999999,0.0078,0.9745,0.006500000000000061,0.9775,1
Ternary,3,fallback:b94569dd5711d885 || smiles:CC(C)(C)O || smiles:O,1-ethyl-3-methylimidazolium dicyanamide / 2-甲基-2-丙醇 / 水,95,1,77,1,353.59999999999997,388.79999999999995,100.000041986816,100.000041986816,0.0,0.949,0.0,1.0,1
Ternary,3,smiles:CCO || smiles:CCOC(C)(C)CC || smiles:O,"乙醇 / 乙基-1,1-二甲基丙基醚 / 水",94,1,85,1,347.03,372.4,101.32499967999999,101.32499967999999,0.0022,0.9889,0.006900000000000017,0.9467,1
Ternary,3,smiles:CC(=O)CC(C)C || smiles:CC(C)O || smiles:CC(C)OC(C)C,4-甲基-2-戊酮 / 2-丙醇 / 二异丙醚,90,1,2,88,330.0,340.0,13.799931666944,102.38997875558401,0.0014,0.9799,0.005600000000000049,0.9046,1
Ternary,3,smiles:CC(=O)CC(C)C || smiles:CC(C)CC(C)(C)C || smiles:CC(C)CO,4-甲基-2-戊酮 / 异辛烷 / 2-甲基-1-丙醇,85,1,3,84,333.15,364.15,12.750018018943999,98.680017221248,0.0004,0.9758,0.005,0.956,1
Ternary,3,smiles:CCCCOC(C)(C)C || smiles:CCO || smiles:O,1-(叔丁氧基)丁烷 / 乙醇 / 水,85,1,79,1,350.45,388.38,101.299935074816,101.299935074816,0.001,0.9912,0.0018,0.9895,1
Ternary,3,smiles:CC(=O)C(C)C || smiles:CC(C)C(C)C || smiles:CC(C)OC(C)C,"3-甲基-2-丁酮 / 2,3-二甲基丁烷 / 二异丙醚",84,1,3,84,313.15,333.15,25.080070578688,99.880051855616,0.0363,0.8925,0.03280000000000005,0.8826,1
Ternary,3,fallback:b94569dd5711d885 || smiles:CC(C)O || smiles:O,1-ethyl-3-methylimidazolium dicyanamide / 2-丙醇 / 水,76,1,75,1,354.46,390.99,100.000041986816,100.000041986816,0.0,0.951,0.0,1.0,1
Ternary,3,smiles:CCCCO || smiles:Cc1ccc(C)cc1 || smiles:O,1-丁醇 / 对二甲苯 / 水,75,1,75,1,362.27,384.65,101.299935074816,101.299935074816,0.0,1.0,0.0,0.759,1
Ternary,3,smiles:CC(=O)C(C)C || smiles:CC(C)CC(C)(C)C || smiles:CC(C)O,3-甲基-2-丁酮 / 异辛烷 / 2-丙醇,66,1,2,66,330.0,340.0,33.360056243327996,68.850070637824,0.0139,0.8925,0.0152,0.6937,1
Ternary,3,fallback:e3bc547e5efe17ce || smiles:CCO || smiles:O,D-fructose / 乙醇 / 水,64,1,38,22,350.15,372.10999999999996,92.92595714073599,94.858998154368,0.0,0.9886,0.0,1.0,1
Ternary,3,smiles:CC(C)C(=O)C(C)C || smiles:CC(C)CC(C)(C)C || smiles:CC(C)O,"2,4-二甲基-3-戊酮 / 异辛烷 / 2-丙醇",64,1,2,64,330.0,340.0,10.640058222976,61.999967369984,0.0053,0.9279999999999999,0.0159,0.8479,1
Ternary,3,smiles:CCCCO || smiles:Cc1ccccc1 || smiles:O,1-丁醇 / 甲苯 / 水,64,1,63,1,356.53,384.80999999999995,101.299935074816,101.299935074816,0.012,0.974,0.015,0.698,1
Ternary,3,fallback:60985056a62a6059 || smiles:CO || smiles:c1ccccc1,1-methyl-3-octylimidazolium acetate / 甲醇 / 苯,58,1,58,1,335.91999999999996,355.54999999999995,101.299935074816,101.299935074816,0.015000000000000013,0.884,0.0,0.99,1
Ternary,3,fallback:4501d0d6bfddcc6a || fallback:89339a0c54f732bb || smiles:CC(C)O,乙酸异丙酯 / 3-hexyl-1-methylimidazolium acetate / 2-丙醇,57,1,55,1,355.15,361.08,101.299935074816,101.299935074816,0.019,0.914,0.0,0.961,1
Ternary,3,fallback:7645054b0e40e378 || smiles:CO || smiles:c1ccccc1,1-decyl-3-methylimidazolium acetate / 甲醇 / 苯,57,1,55,1,338.58,355.2,101.299935074816,101.299935074816,0.010999999999999899,0.882,0.0,0.992,1
Ternary,3,smiles:CCCCOC(C)(C)C || smiles:CO || smiles:O,1-(叔丁氧基)丁烷 / 甲醇 / 水,57,1,57,1,337.65,364.7,101.299935074816,101.299935074816,0.0045,0.9877,0.0021999999999999797,0.9925,1
Ternary,3,fallback:4501d0d6bfddcc6a || fallback:60985056a62a6059 || smiles:CC(C)O,乙酸异丙酯 / 1-methyl-3-octylimidazolium acetate / 2-丙醇,56,1,51,1,354.95,361.12,101.299935074816,101.299935074816,0.019,0.914,0.0,0.958,1
Ternary,3,fallback:9e7a748462a11dd6 || smiles:CC1=CCC2CC1C2(C)C || smiles:Cc1ccc(C(C)C)cc1,(S)-1-methyl-4-(1-methylethenyl)cyclohexene / 2-蒎烯 / 对异丙基甲苯,55,1,55,1,429.65,447.76,100.699984418816,100.699984418816,0.0056,0.9321,0.0037,0.9556,1
Ternary,3,smiles:CC(C)CC(C)(C)C || smiles:CC(C)OC(C)C || smiles:CCO,异辛烷 / 二异丙醚 / 乙醇,55,1,53,1,337.97999999999996,360.38,101.299935074816,101.299935074816,0.028,0.925,0.02400000000000002,0.883,1
Ternary,3,smiles:CCCC(C)O || smiles:CCCCO || smiles:O,2-戊醇 / 1-丁醇 / 水,55,1,40,1,365.37,388.40999999999997,101.299935074816,101.299935074816,0.0,0.993,0.0,0.757,1
Ternary,3,fallback:4501d0d6bfddcc6a || fallback:7645054b0e40e378 || smiles:CC(C)O,乙酸异丙酯 / 1-decyl-3-methylimidazolium acetate / 2-丙醇,54,1,51,1,354.38,361.03999999999996,101.299935074816,101.299935074816,0.023,0.9,0.0,0.959,1
Ternary,3,fallback:89339a0c54f732bb || smiles:CO || smiles:c1ccccc1,3-hexyl-1-methylimidazolium acetate / 甲醇 / 苯,54,1,53,1,334.64,352.33,101.299935074816,101.299935074816,0.039,0.847,0.0,0.957,1
Ternary,3,fallback:b63ac75aa69de5ee || smiles:O=C(O)C(Cl)Cl || smiles:O=C(O)CCl,1-(2-(2-(戊氧基)乙氧基)乙氧基)戊烷 / 二氯乙酸 / 氯乙酸,54,1,52,3,384.79999999999995,441.59999999999997,4.999988767104,9.999977534208,0.069,0.742,0.0,0.908,1
Ternary,3,smiles:CC(C)=O || smiles:CC(C)CC(C)(C)C || smiles:CCO,丙酮 / 异辛烷 / 乙醇,54,1,54,1,329.2,354.94,101.299935074816,101.299935074816,0.025,0.943,0.036,0.901,1
Ternary,3,fallback:efc4790aa0612d13 || smiles:CC(=O)N(C)C || smiles:CC(=O)O,"1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide / N,N-二甲基乙酰胺 / 乙酸",53,1,52,2,340.65,413.84999999999997,6.999957609471999,11.999946376576,0.021,0.689,0.0,1.0,1
Ternary,3,smiles:CC(=O)C(C)(C)C || smiles:CC(C)(C)CO || smiles:COC(C)(C)C,"3,3-二甲基-2-丁酮 / 2,2-二甲基-1-丙醇 / 2-甲氧基-2-甲基丙烷",52,1,3,52,320.0,340.0,9.480020299007998,86.58994492390399,0.0024,0.7082,0.013,0.8884,1
Ternary,3,smiles:C1CCOCC1 || smiles:CC(C)CC(C)(C)C || smiles:CC(C)O,四氢吡喃 / 异辛烷 / 2-丙醇,51,1,51,1,350.92999999999995,364.19,101.299935074816,101.299935074816,0.035,0.918,0.025,0.882,1
Ternary,3,smiles:CC(C)CC(C)(C)C || smiles:CCC(C)=O || smiles:CCO,异辛烷 / 丁酮 / 乙醇,51,1,49,1,343.96999999999997,358.09999999999997,101.299935074816,101.299935074816,0.017,0.945,0.058,0.855,1
Ternary,3,fallback:5b8ad43214fe2db4 || smiles:CC#N || smiles:CO,1-butyl-3-methylimidazolium bromide / 乙腈 / 甲醇,48,1,48,1,338.78999999999996,361.47999999999996,101.299935074816,101.299935074816,0.026000000000000023,0.919,0.0,0.978,1
Ternary,3,fallback:7c0d97d046e0044e || smiles:CC(C)O || smiles:O,1-ethyl-3-methylimidazolium bromide / 2-丙醇 / 水,47,1,45,1,353.74,372.54999999999995,101.299935074816,101.299935074816,0.0,0.884,0.0,1.0,1
Ternary,3,fallback:9b63a65c238214cc || smiles:CC(C)=O || smiles:CO,1-ethyl-3-methylimidazolium acetate / 丙酮 / 甲醇,46,1,46,1,331.08,348.42999999999995,101.299935074816,101.299935074816,0.0,0.903,0.0,1.0,1
Ternary,3,fallback:fbbde86d2d698521 || smiles:CC(C)O || smiles:O,1-butyl-3-methylimidazolium acetate / 2-丙醇 / 水,46,1,34,1,355.64,377.25,101.299935074816,101.299935074816,0.0,0.898,0.0,1.0,1
Ternary,3,fallback:c59c94f20e561d88 || smiles:CC#N || smiles:O,1-hexyl-3-methylimidazolium chloride / 乙腈 / 水,45,1,44,1,350.63,380.84999999999997,101.299935074816,101.299935074816,0.0,0.9506,0.0,1.0,1
Ternary,3,fallback:9b63a65c238214cc || smiles:CC(C)O || smiles:O,1-ethyl-3-methylimidazolium acetate / 2-丙醇 / 水,44,1,44,1,355.65999999999997,379.25,101.299935074816,101.299935074816,0.0,0.888,0.0,1.0,1
Ternary,3,fallback:9d9dd3751b800f25 || smiles:CCC(C)=O || smiles:CCO,1-ethyl-3-methylimidazolium diethyl phosphate / 丁酮 / 乙醇,44,1,42,1,348.5,357.35999999999996,101.299935074816,101.299935074816,0.018,0.952,0.0,0.961,1
Ternary,3,fallback:b25e63c8696e8bf8 || smiles:CC(C)=O || smiles:CO,2-hydroxyethylammonium acetate / 丙酮 / 甲醇,44,1,44,1,331.10999999999996,346.22999999999996,101.299935074816,101.299935074816,0.0,0.902,0.0,1.0,1
Ternary,3,smiles:CCO || smiles:CCOC(=O)OCC || smiles:O,乙醇 / 碳酸二乙酯 / 水,44,1,2,44,353.15,363.15,0.7540713134079999,160.621056104576,0.0045999999999999375,0.9058,0.0318,0.8925,1
Ternary,3,smiles:FC(F)C(F)(F)F || smiles:FCC(F)(F)F || smiles:FCF,"五氟乙烷 / 1,1,1,2-四氟乙烷 / 二氟甲烷",44,1,4,3,333.15,363.15,3629.999977581952,4419.999935975168,0.0,0.957,0.0,0.969,1
Ternary,3,fallback:9d9dd3751b800f25 || smiles:CC#N || smiles:CCO,1-ethyl-3-methylimidazolium diethyl phosphate / 乙腈 / 乙醇,43,1,38,1,345.91999999999996,355.53,101.299935074816,101.299935074816,0.014,0.955,0.0,0.965,1
Ternary,3,fallback:d4cc18a1c3d5b401 || smiles:CC#N || smiles:CCO,1-butyl-3-methylimidazolium dibutyl phosphate / 乙腈 / 乙醇,43,1,43,1,345.9,355.84999999999997,101.299935074816,101.299935074816,0.018,0.949,0.0,0.973,1
Ternary,3,fallback:dac3f6dfac965522 || smiles:CC(C)O || smiles:O,sodium chloride / 2-丙醇 / 水,43,1,33,1,353.29999999999995,372.71,101.299935074816,101.299935074816,0.0,0.966,0.0,0.918,1
Ternary,3,smiles:C1CCCCC1 || smiles:CC(C)=O || smiles:CC(C)OC(C)C,环己烷 / 丙酮 / 二异丙醚,43,1,42,1,324.59999999999997,341.89,94.000002137344,94.000002137344,0.02100000000000002,0.829,0.04700000000000004,0.826,1
Ternary,3,fallback:234c6d4b0f0098c9 || smiles:CCC(C)=O || smiles:CCO,1-butyl-3-methylimidazolium diethyl phosphate / 丁酮 / 乙醇,42,1,42,1,348.62,357.04999999999995,101.299935074816,101.299935074816,0.02,0.953,0.0,0.974,1
Ternary,3,fallback:6c50d69f00cb369a || smiles:CC(C)O || smiles:CCOC(C)=O,1-butyl-3-methylimidazolium tetrafluoroborate / 2-丙醇 / 乙酸乙酯,42,1,42,1,352.17999999999995,361.12,101.299935074816,101.299935074816,0.028000000000000025,0.871,0.0,0.967,1
Ternary,3,fallback:f7fca512921887a7 || smiles:CC#N || smiles:CCO,"1,3-dimethylimidazolium dimethylphosphate / 乙腈 / 乙醇",42,1,42,1,345.9,357.05999999999995,101.299935074816,101.299935074816,0.018,0.953,0.0,0.973,1
Ternary,3,smiles:C1=CCCCC1 || smiles:C1CCCCC1 || smiles:C1COCCN1,"环己烯 / 环己烷 / 四氢-1,4-噁嗪",42,1,42,1,354.03999999999996,385.57,100.000041986816,100.000041986816,0.041999999999999926,0.902,0.02499999999999991,0.922,1
Ternary,3,smiles:CC(=O)OCC(C)C || smiles:CC(C)CO || smiles:CCCCCCO,乙酸异丁酯 / 2-甲基-1-丙醇 / 1-己醇,42,1,42,1,381.72999999999996,422.40999999999997,101.299935074816,101.299935074816,0.03600000000000003,0.911,0.007000000000000006,0.941,1
Ternary,3,smiles:CC(=O)OCC(C)C || smiles:CC(C)CO || smiles:CCCCOC(=O)CC,乙酸异丁酯 / 2-甲基-1-丙醇 / 丙酸正丁酯,42,1,42,1,381.47999999999996,412.86,101.299935074816,101.299935074816,0.03399999999999992,0.914,0.013000000000000012,0.922,1
Ternary,3,smiles:CC(=O)OCC(C)C || smiles:CC(C)CO || smiles:CN(C)C=O,"乙酸异丁酯 / 2-甲基-1-丙醇 / N,N-二甲基甲酰胺",42,1,42,1,381.54999999999995,419.34,101.299935074816,101.299935074816,0.032,0.912,0.007000000000000006,0.94,1
Ternary,3,smiles:CCCCCO || smiles:CCCO || smiles:CCCOCCC,1-戊醇 / 1-丙醇 / 二丙醚,41,1,40,1,359.79999999999995,400.92999999999995,101.299935074816,101.299935074816,0.031,0.92,0.0040000000000000036,0.908,1
Ternary,3,smiles:CCCO || smiles:CCCOCCC || smiles:CCOCCO,1-丙醇 / 二丙醚 / 2-乙氧基乙醇,41,1,41,1,359.12,387.74,101.299935074816,101.299935074816,0.04,0.909,0.009000000000000008,0.882,1
Ternary,3,fallback:5b8ad43214fe2db4 || smiles:CC(C)O || smiles:CCOC(C)=O,1-butyl-3-methylimidazolium bromide / 2-丙醇 / 乙酸乙酯,40,1,39,1,352.40999999999997,361.77,101.299935074816,101.299935074816,0.03300000000000003,0.867,0.0,0.969,1
Ternary,3,fallback:d4cc18a1c3d5b401 || smiles:CCC(C)=O || smiles:CCO,1-butyl-3-methylimidazolium dibutyl phosphate / 丁酮 / 乙醇,40,1,39,1,348.49,357.04999999999995,101.299935074816,101.299935074816,0.02,0.915,0.0,0.968,1
Ternary,3,fallback:fbbde86d2d698521 || smiles:CC(C)O || smiles:CCOC(C)=O,1-butyl-3-methylimidazolium acetate / 2-丙醇 / 乙酸乙酯,39,1,39,1,352.5,362.79999999999995,101.299935074816,101.299935074816,0.002,0.898,0.0,0.995,1
Ternary,3,smiles:CCO || smiles:O || smiles:OCCCO,"乙醇 / 水 / 1,3-丙二醇",39,1,39,1,353.15999999999997,375.80999999999995,101.299935074816,101.299935074816,0.018,0.957,0.0,0.934,1
Ternary,3,smiles:CCO || smiles:O || smiles:OCCO,乙醇 / 水 / 乙二醇,38,1,38,1,352.37,408.42999999999995,10264.199936103809,10264.199936103809,0.029,0.91,0.0009999999999998899,0.965,1
Ternary,3,fallback:2ae13e16f8903d30 || smiles:CC(C)=O || smiles:CO,2-aminoethanol hydrochloride / 丙酮 / 甲醇,37,1,36,1,329.46,345.19,101.299935074816,101.299935074816,0.0,0.898,0.0,1.0,1
Ternary,3,smiles:C1CCOCC1 || smiles:CCCCCC || smiles:CCO,四氢吡喃 / 正己烷 / 乙醇,37,1,36,1,331.35999999999996,348.84999999999997,94.000002137344,94.000002137344,0.05799999999999994,0.828,0.03699999999999992,0.675,1
Ternary,3,fallback:0a3ea5943f1d539f || smiles:CCO || smiles:O,glycerol / 乙醇 / 水,36,1,35,1,352.84,380.87,10264.199936103809,10264.199936103809,0.02400000000000002,0.898,0.0,0.975,1
Ternary,3,fallback:ab7dbdbf034d3efb || smiles:CC#N || smiles:CO,1-butyl-3-methylimidazolium chloride / 乙腈 / 甲醇,36,1,36,1,338.5,358.82,101.299935074816,101.299935074816,0.02100000000000002,0.917,0.0,0.987,1
Ternary,3,fallback:d4cc18a1c3d5b401 || smiles:CC(=O)O || smiles:O,1-butyl-3-methylimidazolium dibutyl phosphate / 乙酸 / 水,36,1,36,1,373.40999999999997,403.9,101.319933430016,101.319933430016,0.0,0.991,0.0,1.0,1
Ternary,3,fallback:fbbde86d2d698521 || smiles:CC#N || smiles:CO,1-butyl-3-methylimidazolium acetate / 乙腈 / 甲醇,36,1,36,1,338.67999999999995,358.05999999999995,101.299935074816,101.299935074816,0.03299999999999992,0.917,0.0,0.977,1
Ternary,3,smiles:CCCOC(C)=O || smiles:CCOC(C)=O || smiles:CS(C)=O,乙酸正丙酯 / 乙酸乙酯 / 二甲基亚砜,36,1,36,1,370.21999999999997,389.89,101.299935074816,101.299935074816,0.013,0.6099,0.02200000000000002,0.9347,1
Ternary,3,smiles:CCCO || smiles:O=C=O || smiles:c1ccsc1,1-丙醇 / 二氧化碳 / 噻吩,35,1,6,35,314.16999999999996,363.66999999999996,1827.000001828736,12533.000001307008,0.0039000000000000146,0.884,0.0007000000000000339,0.9906,1
Ternary,3,fallback:4f66b328294879e4 || smiles:CO || smiles:COC(C)=O,1-辛基-3-甲基咪唑双三氟甲磺酰亚胺 / 甲醇 / 乙酸甲酯,33,1,33,1,336.75,370.25,101.299935074816,101.299935074816,0.0,0.801,0.0,1.0,1
Ternary,3,fallback:62ea847887224036 || smiles:CO || smiles:COC(C)=O,"2,3-二甲基-1-辛基咪唑双三氟甲磺酰亚胺 / 甲醇 / 乙酸甲酯",33,1,31,1,336.59999999999997,369.59999999999997,101.299935074816,101.299935074816,0.0,0.8,0.0,1.0,1
Ternary,3,fallback:efc4790aa0612d13 || smiles:CCC(=O)OC || smiles:CO,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide / 丙酸甲酯 / 甲醇,33,1,33,1,338.71999999999997,358.85999999999996,101.299935074816,101.299935074816,0.029,0.848,0.0,0.957,1
Ternary,3,fallback:f8eb462bdbd19d00 || smiles:CC#N || smiles:CCOC(C)=O,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide / 乙腈 / 乙酸乙酯,33,1,29,1,349.65,366.65,101.299935074816,101.299935074816,0.0,0.95,0.0,1.0,1
Ternary,3,fallback:798af18edd056b45 || smiles:CC#N || smiles:CCOC(C)=O,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide / 乙腈 / 乙酸乙酯,32,1,28,1,349.84999999999997,366.15,101.299935074816,101.299935074816,0.0,0.95,0.0,1.0,1
Ternary,3,fallback:d95b315545052123 || smiles:CC(C)(C)O || smiles:O,"2-amino-2-(hydroxymethyl)-1,3-propanediol / 2-甲基-2-丙醇 / 水",32,1,12,1,353.09999999999997,354.7,101.299935074816,101.299935074816,0.010000000000000009,0.912,0.0,0.846,1
Ternary,3,fallback:ab7dbdbf034d3efb || smiles:CC#N || smiles:O,1-butyl-3-methylimidazolium chloride / 乙腈 / 水,31,1,31,1,350.26,382.2,101.299935074816,101.299935074816,0.0,0.9503,0.0,1.0,1
Ternary,3,smiles:O=C=O || smiles:O=O || smiles:O=S=O,二氧化碳 / 氧气 / 二氧化硫,31,1,6,31,253.27999999999997,293.23999999999995,1935.000052507392,6473.000016695424,0.00247,0.93231,0.0040000000000000036,0.93613,1
Ternary,3,fallback:55966609dcc48188 || smiles:CC#N || smiles:CC(C)O,1-ethyl-3-methylimidazolium tetrafluoroborate / 乙腈 / 2-丙醇,30,1,30,1,350.55999999999995,365.84999999999997,101.299935074816,101.299935074816,0.0609,0.8037,0.0,0.929,1
Ternary,3,fallback:55966609dcc48188 || smiles:CC#N || smiles:CO,1-ethyl-3-methylimidazolium tetrafluoroborate / 乙腈 / 甲醇,30,1,30,1,336.7,358.09,101.299935074816,101.299935074816,0.012,0.893,0.0,0.928,1
Ternary,3,fallback:6c50d69f00cb369a || smiles:CC#N || smiles:CC(C)O,1-butyl-3-methylimidazolium tetrafluoroborate / 乙腈 / 2-丙醇,30,1,30,1,350.95,370.13,101.299935074816,101.299935074816,0.0539,0.8244,0.0,0.939,1
Ternary,3,fallback:798af18edd056b45 || smiles:CCO || smiles:COC(=O)OC,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide / 乙醇 / 碳酸二甲酯,30,1,28,1,350.34999999999997,362.95,101.299935074816,101.299935074816,0.049,0.893,0.0,0.94,1
