dataset,system_id,system_formula_label,family_1,family_2,family_pair,data_points
Binary,smiles:CCOC(C)=O || smiles:COC(C)(C)C,C4H8O2 / C5H12O,ester,ether,ester + ether,13
Binary,smiles:COCCO || smiles:CS(C)=O,C3H8O2 / C2H6OS,alcohol,sulfur-containing,alcohol + sulfur-containing,13
Binary,smiles:COc1ccccc1 || smiles:Cc1ccccc1,C7H8O / C7H8,aromatic,ether,aromatic + ether,13
Binary,smiles:CS(C)=O || smiles:Cc1ccccc1,C2H6OS / C7H8,aromatic,sulfur-containing,aromatic + sulfur-containing,13
Binary,smiles:FC(F)(F)c1ccccc1 || smiles:c1ccccc1,C7H5F3 / C6H6,aromatic,halogenated,aromatic + halogenated,13
Binary,smiles:C1CCCCC1 || smiles:CCCCCCC,C6H12 / C7H16,hydrocarbon,hydrocarbon,hydrocarbon + hydrocarbon,12
Binary,smiles:CC#N || smiles:CCOC(C)=O,C2H3N / C4H8O2,ester,other,ester + other,12
Binary,smiles:CC(C)c1ccccc1 || smiles:O=S1(=O)CCCC1,C9H12 / C4H8O2S,aromatic,sulfur-containing,aromatic + sulfur-containing,12
Binary,smiles:CC1CCCC1 || smiles:Cc1ccsc1,C6H12 / C5H6S,hydrocarbon,sulfur-containing,hydrocarbon + sulfur-containing,12
Binary,smiles:CC1CCCCC1 || smiles:Cc1ccsc1,C7H14 / C5H6S,hydrocarbon,sulfur-containing,hydrocarbon + sulfur-containing,12
Binary,smiles:CCCCC(CC)CO || smiles:CCCCO,C8H18O / C4H10O,alcohol,alcohol,alcohol + alcohol,12
Binary,smiles:CCCCCC || smiles:Cc1ccsc1,C6H14 / C5H6S,hydrocarbon,sulfur-containing,hydrocarbon + sulfur-containing,12
Binary,smiles:CCCCCCC || smiles:CCc1ccccc1,C7H16 / C8H10,aromatic,hydrocarbon,aromatic + hydrocarbon,12
Binary,smiles:CCCCCCC || smiles:Cc1ccc(C)cc1,C7H16 / C8H10,aromatic,hydrocarbon,aromatic + hydrocarbon,12
Binary,smiles:CCCCCCC || smiles:Cc1ccccc1,C7H16 / C7H8,aromatic,hydrocarbon,aromatic + hydrocarbon,12
Binary,smiles:CCCCCCC || smiles:Clc1ccccc1,C7H16 / C6H5Cl,halogenated,hydrocarbon,halogenated + hydrocarbon,12
Binary,smiles:CCCCCCC || smiles:Fc1ccccc1,C7H16 / C6H5F,halogenated,hydrocarbon,halogenated + hydrocarbon,12
Binary,smiles:CCCCCCC || smiles:c1ccccc1,C7H16 / C6H6,aromatic,hydrocarbon,aromatic + hydrocarbon,12
Binary,smiles:CCCCCCCCCCCCCC(=O)OC || smiles:CCCCCCCCCCCCCCCC,C15H30O2 / C16H34,ester,hydrocarbon,ester + hydrocarbon,12
Binary,smiles:CCc1ccccc1 || smiles:O=S1(=O)CCCC1,C8H10 / C4H8O2S,aromatic,sulfur-containing,aromatic + sulfur-containing,12
Binary,smiles:Cc1ccccc1 || smiles:Cc1ccsc1,C7H8 / C5H6S,aromatic,sulfur-containing,aromatic + sulfur-containing,12
Binary,smiles:C=C(C)CC(C)(C)C || smiles:CSSC,C8H16 / C2H6S2,hydrocarbon,sulfur-containing,hydrocarbon + sulfur-containing,11
Binary,smiles:CC(C)CC(C)(C)C || smiles:CSSC,C8H18 / C2H6S2,hydrocarbon,sulfur-containing,hydrocarbon + sulfur-containing,11
Binary,smiles:CC1CCCC1 || smiles:CCCCS,C6H12 / C4H10S,hydrocarbon,sulfur-containing,hydrocarbon + sulfur-containing,11
Binary,smiles:CCCC(C)C || smiles:Cc1ccsc1,C6H14 / C5H6S,hydrocarbon,sulfur-containing,hydrocarbon + sulfur-containing,11
Binary,smiles:CCCCCCCCCC || smiles:O=C=O,C10H22 / CO2,hydrocarbon,other,hydrocarbon + other,11
Binary,smiles:CCCCCCCCCCCCCC(=O)O || smiles:CCCCCCCCCCCCCCCC(=O)O,C14H28O2 / C16H32O2,acid,acid,acid + acid,11
Binary,smiles:CCCCCCCCCCCCCC(=O)O || smiles:CCCCCCCCCCCCCCCCCC(=O)O,C14H28O2 / C18H36O2,acid,acid,acid + acid,11
Binary,smiles:CCCCCCCCCCCCCC(=O)OC || smiles:CCCCCCCCCCCCCCC,C15H30O2 / C15H32,ester,hydrocarbon,ester + hydrocarbon,11
Binary,smiles:CCCCCl || smiles:CN1CCCC1=O,C4H9Cl / C5H9NO,amide,halogenated,amide + halogenated,11
Binary,smiles:CCCOC(C)=O || smiles:CCSCC,C5H10O2 / C4H10S,ester,sulfur-containing,ester + sulfur-containing,11
Binary,smiles:COc1ccccc1 || smiles:COc1ccccc1O,C7H8O / C7H8O2,alcohol,ether,alcohol + ether,11
Binary,smiles:Cc1ccc(C)c(C)c1 || smiles:Cc1ccsc1,C9H12 / C5H6S,aromatic,sulfur-containing,aromatic + sulfur-containing,11
Binary,smiles:Cc1cccc(C)c1O || smiles:Cc1cccc(O)c1,C8H10O / C7H8O,alcohol,alcohol,alcohol + alcohol,11
Binary,smiles:Cc1cccc(C)c1O || smiles:Cc1ccccc1O,C8H10O / C7H8O,alcohol,alcohol,alcohol + alcohol,11
Binary,smiles:Cc1cccc(O)c1 || smiles:Cc1ccccc1O,C7H8O / C7H8O,alcohol,alcohol,alcohol + alcohol,11
Binary,smiles:Cc1ccccc1C || smiles:Cc1ccsc1,C8H10 / C5H6S,aromatic,sulfur-containing,aromatic + sulfur-containing,11
Binary,smiles:c1ccccc1 || smiles:c1ccsc1,C6H6 / C4H4S,aromatic,sulfur-containing,aromatic + sulfur-containing,11
Binary,smiles:C1CCCC1 || smiles:[Xe],C5H10 / Xe,hydrocarbon,other,hydrocarbon + other,10
Binary,smiles:C1CCOC1 || smiles:CCO,C4H8O / C2H6O,alcohol,ether,alcohol + ether,10
Binary,smiles:CC(C)CC(C)(C)C || smiles:CCSSCC,C8H18 / C4H10S2,hydrocarbon,sulfur-containing,hydrocarbon + sulfur-containing,10
Binary,smiles:CC(C)O || smiles:ClC(Cl)Cl,C3H8O / CHCl3,alcohol,halogenated,alcohol + halogenated,10
Binary,smiles:CCCCCCCCCCCC || smiles:c1ccc2sccc2c1,C12H26 / C8H6S,hydrocarbon,sulfur-containing,hydrocarbon + sulfur-containing,10
Binary,smiles:CCCCCCCCCCCCCCCC(=O)O || smiles:CCCCCCCCCCCCCCCCCC(=O)O,C16H32O2 / C18H36O2,acid,acid,acid + acid,10
Binary,smiles:CCO || smiles:ClC(Cl)Cl,C2H6O / CHCl3,alcohol,halogenated,alcohol + halogenated,10
Binary,smiles:CN1CCCC1=O || smiles:ClCCCl,C5H9NO / C2H4Cl2,amide,halogenated,amide + halogenated,10
Binary,smiles:C1CCCCC1 || smiles:CCCCCCCCO,C6H12 / C8H18O,alcohol,hydrocarbon,alcohol + hydrocarbon,9
Binary,smiles:C=CCCCCCCCCCC || smiles:c1ccc2sccc2c1,C12H24 / C8H6S,hydrocarbon,sulfur-containing,hydrocarbon + sulfur-containing,9
Binary,smiles:CCCCCCCC/C=C\CCCCCCCC(=O)OC || smiles:CO,C19H36O2 / CH4O,alcohol,ester,alcohol + ester,9
Binary,smiles:CO || smiles:COCOC,CH4O / C3H8O2,alcohol,ether,alcohol + ether,9
Binary,smiles:Cc1ccccc1 || smiles:O=S1(=O)CCCC1,C7H8 / C4H8O2S,aromatic,sulfur-containing,aromatic + sulfur-containing,9
Binary,smiles:[Bi] || smiles:[Cu],Bi / Cu,other,other,other + other,9
Binary,fallback:4d0058e9bed0652d || smiles:CCOC(=O)OCC,C8H8O2 / C5H10O3,ester,unresolved,ester + unresolved,8
Binary,smiles:CCCCCCCCO || smiles:c1ccc2sccc2c1,C8H18O / C8H6S,alcohol,sulfur-containing,alcohol + sulfur-containing,8
Binary,fallback:4d0058e9bed0652d || smiles:CCOC(C)=O,C8H8O2 / C4H8O2,ester,unresolved,ester + unresolved,7
Binary,smiles:C || smiles:CCCCC,CH4 / C5H12,hydrocarbon,hydrocarbon,hydrocarbon + hydrocarbon,7
Binary,smiles:C=CC(=C)CCC=C(C)C || smiles:O=C=O,C10H16 / CO2,hydrocarbon,other,hydrocarbon + other,6
Binary,smiles:CCO || smiles:N#N,C2H6O / N2,alcohol,other,alcohol + other,6
Binary,smiles:CCO || smiles:O=O,C2H6O / O2,alcohol,other,alcohol + other,6
Binary,smiles:CN1CCC[C@H]1c1cccnc1 || smiles:O=C=O,C10H14N2 / CO2,amine,other,amine + other,5
Binary,smiles:[Sb] || smiles:[Sn],Sb / Sn,other,other,other + other,5
Binary,fallback:4f66b328294879e4 || smiles:CO,C14H23F6N3O4S2 / CH4O,alcohol,unresolved,alcohol + unresolved,3
Binary,fallback:4f66b328294879e4 || smiles:COC(C)=O,C14H23F6N3O4S2 / C3H6O2,ester,unresolved,ester + unresolved,3
Binary,fallback:62ea847887224036 || smiles:CO,C15H25F6N3O4S2 / CH4O,alcohol,unresolved,alcohol + unresolved,3
Binary,fallback:62ea847887224036 || smiles:COC(C)=O,C15H25F6N3O4S2 / C3H6O2,ester,unresolved,ester + unresolved,3
Binary,smiles:C || smiles:CCCC,CH4 / C4H10,hydrocarbon,hydrocarbon,hydrocarbon + hydrocarbon,3
Binary,smiles:CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CO || smiles:O=C=O,C45H74O / CO2,alcohol,other,alcohol + other,3
Binary,smiles:CCCC(C)O || smiles:O,C5H12O / H2O,alcohol,water,alcohol + water,2
Binary,smiles:CCCCCCCCCC || smiles:FC(F)(F)C(F)(F)F,C10H22 / C2F6,halogenated,hydrocarbon,halogenated + hydrocarbon,1
Binary,smiles:Cc1ccc(C)cc1 || smiles:O,C8H10 / H2O,aromatic,water,aromatic + water,1
Ternary,smiles:CCOCCO || smiles:CO || smiles:COC(=O)OC,C4H10O2 / CH4O / C3H6O3,alcohol,alcohol,alcohol + alcohol,138
Ternary,smiles:CCOCCO || smiles:CO || smiles:COC(=O)OC,C4H10O2 / CH4O / C3H6O3,alcohol,ester,alcohol + ester,138
Ternary,smiles:C1CCCCC1 || smiles:CCO || smiles:CCOC(=O)CC,C6H12 / C2H6O / C5H10O2,alcohol,ester,alcohol + ester,124
Ternary,smiles:C1CCCCC1 || smiles:CCO || smiles:CCOC(=O)CC,C6H12 / C2H6O / C5H10O2,alcohol,hydrocarbon,alcohol + hydrocarbon,124
Ternary,smiles:C1CCCCC1 || smiles:CCO || smiles:CCOC(=O)CC,C6H12 / C2H6O / C5H10O2,ester,hydrocarbon,ester + hydrocarbon,124
Ternary,smiles:CCCCCC || smiles:CCO || smiles:CCOC(=O)CC,C6H14 / C2H6O / C5H10O2,alcohol,ester,alcohol + ester,120
Ternary,smiles:CCCCCC || smiles:CCO || smiles:CCOC(=O)CC,C6H14 / C2H6O / C5H10O2,alcohol,hydrocarbon,alcohol + hydrocarbon,120
Ternary,smiles:CCCCCC || smiles:CCO || smiles:CCOC(=O)CC,C6H14 / C2H6O / C5H10O2,ester,hydrocarbon,ester + hydrocarbon,120
Ternary,smiles:CCCCCCCC || smiles:CCO || smiles:CCOC(=O)CC,C8H18 / C2H6O / C5H10O2,alcohol,ester,alcohol + ester,120
Ternary,smiles:CCCCCCCC || smiles:CCO || smiles:CCOC(=O)CC,C8H18 / C2H6O / C5H10O2,alcohol,hydrocarbon,alcohol + hydrocarbon,120
Ternary,smiles:CCCCCCCC || smiles:CCO || smiles:CCOC(=O)CC,C8H18 / C2H6O / C5H10O2,ester,hydrocarbon,ester + hydrocarbon,120
Ternary,smiles:CC(=O)CC(C)C || smiles:CO || smiles:COC(=O)OC,C6H12O / CH4O / C3H6O3,alcohol,ester,alcohol + ester,110
Ternary,smiles:CC(=O)CC(C)C || smiles:CO || smiles:COC(=O)OC,C6H12O / CH4O / C3H6O3,alcohol,ketone,alcohol + ketone,110
Ternary,smiles:CC(=O)CC(C)C || smiles:CO || smiles:COC(=O)OC,C6H12O / CH4O / C3H6O3,ester,ketone,ester + ketone,110
Ternary,smiles:CCOC(C)(C)CC || smiles:CO || smiles:O,C7H16O / CH4O / H2O,alcohol,ether,alcohol + ether,99
Ternary,smiles:CCOC(C)(C)CC || smiles:CO || smiles:O,C7H16O / CH4O / H2O,alcohol,water,alcohol + water,99
Ternary,smiles:CCOC(C)(C)CC || smiles:CO || smiles:O,C7H16O / CH4O / H2O,ether,water,ether + water,99
Ternary,fallback:b94569dd5711d885 || smiles:CC(C)(C)O || smiles:O,C8H11N5 / C4H10O / H2O,alcohol,unresolved,alcohol + unresolved,95
Ternary,fallback:b94569dd5711d885 || smiles:CC(C)(C)O || smiles:O,C8H11N5 / C4H10O / H2O,alcohol,water,alcohol + water,95
Ternary,fallback:b94569dd5711d885 || smiles:CC(C)(C)O || smiles:O,C8H11N5 / C4H10O / H2O,unresolved,water,unresolved + water,95
Ternary,smiles:CCO || smiles:CCOC(C)(C)CC || smiles:O,C2H6O / C7H16O / H2O,alcohol,ether,alcohol + ether,94
Ternary,smiles:CCO || smiles:CCOC(C)(C)CC || smiles:O,C2H6O / C7H16O / H2O,alcohol,water,alcohol + water,94
Ternary,smiles:CCO || smiles:CCOC(C)(C)CC || smiles:O,C2H6O / C7H16O / H2O,ether,water,ether + water,94
Ternary,smiles:CC(=O)CC(C)C || smiles:CC(C)O || smiles:CC(C)OC(C)C,C6H12O / C3H8O / C6H14O,alcohol,ether,alcohol + ether,90
Ternary,smiles:CC(=O)CC(C)C || smiles:CC(C)O || smiles:CC(C)OC(C)C,C6H12O / C3H8O / C6H14O,alcohol,ketone,alcohol + ketone,90
Ternary,smiles:CC(=O)CC(C)C || smiles:CC(C)O || smiles:CC(C)OC(C)C,C6H12O / C3H8O / C6H14O,ether,ketone,ether + ketone,90
Ternary,smiles:CC(=O)CC(C)C || smiles:CC(C)CC(C)(C)C || smiles:CC(C)CO,C6H12O / C8H18 / C4H10O,alcohol,hydrocarbon,alcohol + hydrocarbon,85
Ternary,smiles:CC(=O)CC(C)C || smiles:CC(C)CC(C)(C)C || smiles:CC(C)CO,C6H12O / C8H18 / C4H10O,alcohol,ketone,alcohol + ketone,85
Ternary,smiles:CC(=O)CC(C)C || smiles:CC(C)CC(C)(C)C || smiles:CC(C)CO,C6H12O / C8H18 / C4H10O,hydrocarbon,ketone,hydrocarbon + ketone,85
Ternary,smiles:CCCCOC(C)(C)C || smiles:CCO || smiles:O,C8H18O / C2H6O / H2O,alcohol,ether,alcohol + ether,85
Ternary,smiles:CCCCOC(C)(C)C || smiles:CCO || smiles:O,C8H18O / C2H6O / H2O,alcohol,water,alcohol + water,85
Ternary,smiles:CCCCOC(C)(C)C || smiles:CCO || smiles:O,C8H18O / C2H6O / H2O,ether,water,ether + water,85
Ternary,smiles:CC(=O)C(C)C || smiles:CC(C)C(C)C || smiles:CC(C)OC(C)C,C5H10O / C6H14 / C6H14O,ether,hydrocarbon,ether + hydrocarbon,84
Ternary,smiles:CC(=O)C(C)C || smiles:CC(C)C(C)C || smiles:CC(C)OC(C)C,C5H10O / C6H14 / C6H14O,ether,ketone,ether + ketone,84
Ternary,smiles:CC(=O)C(C)C || smiles:CC(C)C(C)C || smiles:CC(C)OC(C)C,C5H10O / C6H14 / C6H14O,hydrocarbon,ketone,hydrocarbon + ketone,84
Ternary,fallback:b94569dd5711d885 || smiles:CC(C)O || smiles:O,C8H11N5 / C3H8O / H2O,alcohol,unresolved,alcohol + unresolved,76
Ternary,fallback:b94569dd5711d885 || smiles:CC(C)O || smiles:O,C8H11N5 / C3H8O / H2O,alcohol,water,alcohol + water,76
Ternary,fallback:b94569dd5711d885 || smiles:CC(C)O || smiles:O,C8H11N5 / C3H8O / H2O,unresolved,water,unresolved + water,76
Ternary,smiles:CCCCO || smiles:Cc1ccc(C)cc1 || smiles:O,C4H10O / C8H10 / H2O,alcohol,aromatic,alcohol + aromatic,75
Ternary,smiles:CCCCO || smiles:Cc1ccc(C)cc1 || smiles:O,C4H10O / C8H10 / H2O,alcohol,water,alcohol + water,75
Ternary,smiles:CCCCO || smiles:Cc1ccc(C)cc1 || smiles:O,C4H10O / C8H10 / H2O,aromatic,water,aromatic + water,75
Ternary,smiles:CC(=O)C(C)C || smiles:CC(C)CC(C)(C)C || smiles:CC(C)O,C5H10O / C8H18 / C3H8O,alcohol,hydrocarbon,alcohol + hydrocarbon,66
Ternary,smiles:CC(=O)C(C)C || smiles:CC(C)CC(C)(C)C || smiles:CC(C)O,C5H10O / C8H18 / C3H8O,alcohol,ketone,alcohol + ketone,66
Ternary,smiles:CC(=O)C(C)C || smiles:CC(C)CC(C)(C)C || smiles:CC(C)O,C5H10O / C8H18 / C3H8O,hydrocarbon,ketone,hydrocarbon + ketone,66
Ternary,fallback:e3bc547e5efe17ce || smiles:CCO || smiles:O,C6H12O6 / C2H6O / H2O,alcohol,unresolved,alcohol + unresolved,64
Ternary,fallback:e3bc547e5efe17ce || smiles:CCO || smiles:O,C6H12O6 / C2H6O / H2O,alcohol,water,alcohol + water,64
Ternary,fallback:e3bc547e5efe17ce || smiles:CCO || smiles:O,C6H12O6 / C2H6O / H2O,unresolved,water,unresolved + water,64
Ternary,smiles:CC(C)C(=O)C(C)C || smiles:CC(C)CC(C)(C)C || smiles:CC(C)O,C7H14O / C8H18 / C3H8O,alcohol,hydrocarbon,alcohol + hydrocarbon,64
Ternary,smiles:CC(C)C(=O)C(C)C || smiles:CC(C)CC(C)(C)C || smiles:CC(C)O,C7H14O / C8H18 / C3H8O,alcohol,ketone,alcohol + ketone,64
Ternary,smiles:CC(C)C(=O)C(C)C || smiles:CC(C)CC(C)(C)C || smiles:CC(C)O,C7H14O / C8H18 / C3H8O,hydrocarbon,ketone,hydrocarbon + ketone,64
Ternary,smiles:CCCCO || smiles:Cc1ccccc1 || smiles:O,C4H10O / C7H8 / H2O,alcohol,aromatic,alcohol + aromatic,64
Ternary,smiles:CCCCO || smiles:Cc1ccccc1 || smiles:O,C4H10O / C7H8 / H2O,alcohol,water,alcohol + water,64
Ternary,smiles:CCCCO || smiles:Cc1ccccc1 || smiles:O,C4H10O / C7H8 / H2O,aromatic,water,aromatic + water,64
Ternary,fallback:60985056a62a6059 || smiles:CO || smiles:c1ccccc1,C14H26N2O2 / CH4O / C6H6,alcohol,aromatic,alcohol + aromatic,58
Ternary,fallback:60985056a62a6059 || smiles:CO || smiles:c1ccccc1,C14H26N2O2 / CH4O / C6H6,alcohol,unresolved,alcohol + unresolved,58
Ternary,fallback:60985056a62a6059 || smiles:CO || smiles:c1ccccc1,C14H26N2O2 / CH4O / C6H6,aromatic,unresolved,aromatic + unresolved,58
Ternary,fallback:4501d0d6bfddcc6a || fallback:89339a0c54f732bb || smiles:CC(C)O,C5H10O2 / C12H22N2O2 / C3H8O,alcohol,unresolved,alcohol + unresolved,57
Ternary,fallback:4501d0d6bfddcc6a || fallback:89339a0c54f732bb || smiles:CC(C)O,C5H10O2 / C12H22N2O2 / C3H8O,unresolved,unresolved,unresolved + unresolved,57
Ternary,fallback:7645054b0e40e378 || smiles:CO || smiles:c1ccccc1,C16H30N2O2 / CH4O / C6H6,alcohol,aromatic,alcohol + aromatic,57
Ternary,fallback:7645054b0e40e378 || smiles:CO || smiles:c1ccccc1,C16H30N2O2 / CH4O / C6H6,alcohol,unresolved,alcohol + unresolved,57
Ternary,fallback:7645054b0e40e378 || smiles:CO || smiles:c1ccccc1,C16H30N2O2 / CH4O / C6H6,aromatic,unresolved,aromatic + unresolved,57
Ternary,smiles:CCCCOC(C)(C)C || smiles:CO || smiles:O,C8H18O / CH4O / H2O,alcohol,ether,alcohol + ether,57
Ternary,smiles:CCCCOC(C)(C)C || smiles:CO || smiles:O,C8H18O / CH4O / H2O,alcohol,water,alcohol + water,57
Ternary,smiles:CCCCOC(C)(C)C || smiles:CO || smiles:O,C8H18O / CH4O / H2O,ether,water,ether + water,57
Ternary,fallback:4501d0d6bfddcc6a || fallback:60985056a62a6059 || smiles:CC(C)O,C5H10O2 / C14H26N2O2 / C3H8O,alcohol,unresolved,alcohol + unresolved,56
Ternary,fallback:4501d0d6bfddcc6a || fallback:60985056a62a6059 || smiles:CC(C)O,C5H10O2 / C14H26N2O2 / C3H8O,unresolved,unresolved,unresolved + unresolved,56
Ternary,fallback:9e7a748462a11dd6 || smiles:CC1=CCC2CC1C2(C)C || smiles:Cc1ccc(C(C)C)cc1,C10H16 / C10H16 / C10H14,aromatic,hydrocarbon,aromatic + hydrocarbon,55
Ternary,fallback:9e7a748462a11dd6 || smiles:CC1=CCC2CC1C2(C)C || smiles:Cc1ccc(C(C)C)cc1,C10H16 / C10H16 / C10H14,aromatic,unresolved,aromatic + unresolved,55
Ternary,fallback:9e7a748462a11dd6 || smiles:CC1=CCC2CC1C2(C)C || smiles:Cc1ccc(C(C)C)cc1,C10H16 / C10H16 / C10H14,hydrocarbon,unresolved,hydrocarbon + unresolved,55
Ternary,smiles:CC(C)CC(C)(C)C || smiles:CC(C)OC(C)C || smiles:CCO,C8H18 / C6H14O / C2H6O,alcohol,ether,alcohol + ether,55
Ternary,smiles:CC(C)CC(C)(C)C || smiles:CC(C)OC(C)C || smiles:CCO,C8H18 / C6H14O / C2H6O,alcohol,hydrocarbon,alcohol + hydrocarbon,55
Ternary,smiles:CC(C)CC(C)(C)C || smiles:CC(C)OC(C)C || smiles:CCO,C8H18 / C6H14O / C2H6O,ether,hydrocarbon,ether + hydrocarbon,55
Ternary,smiles:CCCC(C)O || smiles:CCCCO || smiles:O,C5H12O / C4H10O / H2O,alcohol,alcohol,alcohol + alcohol,55
Ternary,smiles:CCCC(C)O || smiles:CCCCO || smiles:O,C5H12O / C4H10O / H2O,alcohol,water,alcohol + water,55
Ternary,fallback:4501d0d6bfddcc6a || fallback:7645054b0e40e378 || smiles:CC(C)O,C5H10O2 / C16H30N2O2 / C3H8O,alcohol,unresolved,alcohol + unresolved,54
Ternary,fallback:4501d0d6bfddcc6a || fallback:7645054b0e40e378 || smiles:CC(C)O,C5H10O2 / C16H30N2O2 / C3H8O,unresolved,unresolved,unresolved + unresolved,54
Ternary,fallback:89339a0c54f732bb || smiles:CO || smiles:c1ccccc1,C12H22N2O2 / CH4O / C6H6,alcohol,aromatic,alcohol + aromatic,54
Ternary,fallback:89339a0c54f732bb || smiles:CO || smiles:c1ccccc1,C12H22N2O2 / CH4O / C6H6,alcohol,unresolved,alcohol + unresolved,54
Ternary,fallback:89339a0c54f732bb || smiles:CO || smiles:c1ccccc1,C12H22N2O2 / CH4O / C6H6,aromatic,unresolved,aromatic + unresolved,54
Ternary,fallback:b63ac75aa69de5ee || smiles:O=C(O)C(Cl)Cl || smiles:O=C(O)CCl,C14H30O3 / C2H2Cl2O2 / C2H3ClO2,acid,acid,acid + acid,54
Ternary,fallback:b63ac75aa69de5ee || smiles:O=C(O)C(Cl)Cl || smiles:O=C(O)CCl,C14H30O3 / C2H2Cl2O2 / C2H3ClO2,acid,unresolved,acid + unresolved,54
Ternary,smiles:CC(C)=O || smiles:CC(C)CC(C)(C)C || smiles:CCO,C3H6O / C8H18 / C2H6O,alcohol,hydrocarbon,alcohol + hydrocarbon,54
Ternary,smiles:CC(C)=O || smiles:CC(C)CC(C)(C)C || smiles:CCO,C3H6O / C8H18 / C2H6O,alcohol,ketone,alcohol + ketone,54
Ternary,smiles:CC(C)=O || smiles:CC(C)CC(C)(C)C || smiles:CCO,C3H6O / C8H18 / C2H6O,hydrocarbon,ketone,hydrocarbon + ketone,54
Ternary,fallback:efc4790aa0612d13 || smiles:CC(=O)N(C)C || smiles:CC(=O)O,C10H15F6N3O4S2 / C4H9NO / C2H4O2,acid,amide,acid + amide,53
Ternary,fallback:efc4790aa0612d13 || smiles:CC(=O)N(C)C || smiles:CC(=O)O,C10H15F6N3O4S2 / C4H9NO / C2H4O2,acid,unresolved,acid + unresolved,53
Ternary,fallback:efc4790aa0612d13 || smiles:CC(=O)N(C)C || smiles:CC(=O)O,C10H15F6N3O4S2 / C4H9NO / C2H4O2,amide,unresolved,amide + unresolved,53
Ternary,smiles:CC(=O)C(C)(C)C || smiles:CC(C)(C)CO || smiles:COC(C)(C)C,C6H12O / C5H12O / C5H12O,alcohol,ether,alcohol + ether,52
Ternary,smiles:CC(=O)C(C)(C)C || smiles:CC(C)(C)CO || smiles:COC(C)(C)C,C6H12O / C5H12O / C5H12O,alcohol,ketone,alcohol + ketone,52
Ternary,smiles:CC(=O)C(C)(C)C || smiles:CC(C)(C)CO || smiles:COC(C)(C)C,C6H12O / C5H12O / C5H12O,ether,ketone,ether + ketone,52
Ternary,smiles:C1CCOCC1 || smiles:CC(C)CC(C)(C)C || smiles:CC(C)O,C5H10O / C8H18 / C3H8O,alcohol,ether,alcohol + ether,51
Ternary,smiles:C1CCOCC1 || smiles:CC(C)CC(C)(C)C || smiles:CC(C)O,C5H10O / C8H18 / C3H8O,alcohol,hydrocarbon,alcohol + hydrocarbon,51
Ternary,smiles:C1CCOCC1 || smiles:CC(C)CC(C)(C)C || smiles:CC(C)O,C5H10O / C8H18 / C3H8O,ether,hydrocarbon,ether + hydrocarbon,51
Ternary,smiles:CC(C)CC(C)(C)C || smiles:CCC(C)=O || smiles:CCO,C8H18 / C4H8O / C2H6O,alcohol,hydrocarbon,alcohol + hydrocarbon,51
Ternary,smiles:CC(C)CC(C)(C)C || smiles:CCC(C)=O || smiles:CCO,C8H18 / C4H8O / C2H6O,alcohol,ketone,alcohol + ketone,51
Ternary,smiles:CC(C)CC(C)(C)C || smiles:CCC(C)=O || smiles:CCO,C8H18 / C4H8O / C2H6O,hydrocarbon,ketone,hydrocarbon + ketone,51
Ternary,fallback:5b8ad43214fe2db4 || smiles:CC#N || smiles:CO,C8H15BrN2 / C2H3N / CH4O,alcohol,other,alcohol + other,48
Ternary,fallback:5b8ad43214fe2db4 || smiles:CC#N || smiles:CO,C8H15BrN2 / C2H3N / CH4O,alcohol,unresolved,alcohol + unresolved,48
Ternary,fallback:5b8ad43214fe2db4 || smiles:CC#N || smiles:CO,C8H15BrN2 / C2H3N / CH4O,other,unresolved,other + unresolved,48
Ternary,fallback:7c0d97d046e0044e || smiles:CC(C)O || smiles:O,C6H11BrN2 / C3H8O / H2O,alcohol,unresolved,alcohol + unresolved,47
Ternary,fallback:7c0d97d046e0044e || smiles:CC(C)O || smiles:O,C6H11BrN2 / C3H8O / H2O,alcohol,water,alcohol + water,47
Ternary,fallback:7c0d97d046e0044e || smiles:CC(C)O || smiles:O,C6H11BrN2 / C3H8O / H2O,unresolved,water,unresolved + water,47
Ternary,fallback:9b63a65c238214cc || smiles:CC(C)=O || smiles:CO,C8H14N2O2 / C3H6O / CH4O,alcohol,ketone,alcohol + ketone,46
Ternary,fallback:9b63a65c238214cc || smiles:CC(C)=O || smiles:CO,C8H14N2O2 / C3H6O / CH4O,alcohol,unresolved,alcohol + unresolved,46
Ternary,fallback:9b63a65c238214cc || smiles:CC(C)=O || smiles:CO,C8H14N2O2 / C3H6O / CH4O,ketone,unresolved,ketone + unresolved,46
Ternary,fallback:fbbde86d2d698521 || smiles:CC(C)O || smiles:O,C10H18N2O2 / C3H8O / H2O,alcohol,unresolved,alcohol + unresolved,46
Ternary,fallback:fbbde86d2d698521 || smiles:CC(C)O || smiles:O,C10H18N2O2 / C3H8O / H2O,alcohol,water,alcohol + water,46
Ternary,fallback:fbbde86d2d698521 || smiles:CC(C)O || smiles:O,C10H18N2O2 / C3H8O / H2O,unresolved,water,unresolved + water,46
Ternary,fallback:c59c94f20e561d88 || smiles:CC#N || smiles:O,C10H19ClN2 / C2H3N / H2O,other,unresolved,other + unresolved,45
Ternary,fallback:c59c94f20e561d88 || smiles:CC#N || smiles:O,C10H19ClN2 / C2H3N / H2O,other,water,other + water,45
